Edad,Puntaje Edad,Saturación,Puntaje Saturación,Frecuencia Cardiaca,Puntaje FC,PA Sístole,Puntaje PA Sístole,PA Diástole,Puntaje PA Diástole,Temperatura,Puntaje Temperatura,Puntaje Total,Prioridad
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,24,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,22,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,24,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,26,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,22,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,18,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,22,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,24,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,17,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,17,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,17,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,16,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,18,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,22,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,16,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,18,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,22,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,17,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,19,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,21,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,16,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,18,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,22,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,16,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,18,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,20,IV
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,22,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,37,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,27,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,26,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,26,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,30,III
